t_s,codec,used_mib,total_mib,util_gpu,util_mem,power_w,temp_c,clock_sm_mhz,clock_mem_mhz,torch_alloc_mib,torch_reserved_mib,torch_max_alloc_mib,message_id
33.0516,nf4,3441,12288,95,5,183.84,62,1995,9251,1702.18,1734,1705.39,2
33.2222,nf4,3441,12288,95,5,183.84,62,1995,9251,1702.16,1734,1705.39,2
33.3931,nf4,3436,12288,95,5,183.61,62,1995,9251,1702.16,1734,1705.39,2
33.5628,nf4,3428,12288,95,5,183.61,62,1995,9251,1702.17,1734,1705.39,2
33.7317,nf4,3428,12288,95,5,183.61,62,1995,9251,1702.16,1734,1705.39,2
33.9003,nf4,3428,12288,95,5,183.67,62,1995,9251,1702.16,1734,1705.39,2
34.0701,nf4,3428,12288,95,5,183.67,62,1995,9251,1702.16,1734,1705.39,2
34.2578,nf4,3433,12288,94,5,183.92,62,1995,9251,1702.16,1734,1705.39,2
34.4292,nf4,3493,12288,94,5,183.92,62,1995,9251,1702.16,1734,1705.39,2
34.6007,nf4,3500,12288,94,5,183.92,62,1995,9251,1702.19,1734,1705.39,2
34.7846,nf4,3461,12288,94,5,183.68,62,1980,9251,1702.16,1734,1705.39,2
34.9533,nf4,3461,12288,94,5,183.68,62,1980,9251,1702.16,1734,1705.39,2
35.1228,nf4,3461,12288,94,5,183.68,62,1980,9251,1702.18,1734,1705.39,2
35.2946,nf4,3461,12288,95,5,183.14,62,1980,9251,1702.18,1734,1705.39,2
35.4651,nf4,3461,12288,95,5,183.14,62,1980,9251,1702.16,1734,1705.39,2
35.6333,nf4,3461,12288,95,5,183.14,62,1980,9251,1702.16,1734,1705.39,2
35.8054,nf4,3457,12288,95,5,182.75,62,1980,9251,1702.16,1734,1705.39,2
35.9903,nf4,3455,12288,95,5,182.75,62,1980,9251,1702.16,1734,1705.39,2
36.1611,nf4,3455,12288,95,5,182.75,62,1980,9251,1702.16,1734,1705.39,2
36.3287,nf4,3455,12288,92,5,182.77,62,1980,9251,1702.17,1734,1705.39,2
36.4993,nf4,3455,12288,92,5,182.77,62,1980,9251,1702.17,1734,1705.39,2
36.6680,nf4,3455,12288,92,5,182.77,62,1980,9251,1702.16,1734,1705.39,2
36.8369,nf4,3455,12288,92,5,182.62,62,1980,9251,1702.16,1734,1705.39,2
37.0098,nf4,3455,12288,92,5,182.62,62,1980,9251,1702.16,1734,1705.39,2
37.1790,nf4,3454,12288,92,5,182.62,62,1980,9251,1702.17,1734,1705.39,2
37.3492,nf4,3454,12288,95,5,182.95,62,1980,9251,1702.17,1734,1705.39,2
37.5178,nf4,3434,12288,95,5,182.95,62,1980,9251,1702.16,1734,1705.39,2
37.6866,nf4,3423,12288,95,5,182.95,62,1980,9251,1702.16,1734,1705.39,2
37.8572,nf4,3423,12288,95,5,184.72,62,1980,9251,1702.16,1734,1705.39,2
